time,kanaaldijk_LAeq,tijnmuiden_LAeq,van_essenweg24_1_5mt_LAeq,van_essenweg2_5mtr_LAeq,van_essenweg2_1_5mtr_LAeq,van_essenweg24_5mtr_LAeq,zijkanaal_f_LAeq,zijkanaal_f_1_5mtr_LAeq,scharenburg_LAeq,haarlemmerweg_719_LAeq,teding_van_berkhout_LAeq,westpoortweg_2_LAeq,doblijn_LAeq,doblijn_LAeq,westpoortweg_1_LAeq,herwijk_LAeq,droompark_LAeq,foh_LAeq,kanaaldijk_LCeq,tijnmuiden_LCeq,van_essenweg24_1_5mt_LCeq,van_essenweg2_5mtr_LCeq,van_essenweg2_1_5mtr_LCeq,van_essenweg24_5mtr_LCeq,zijkanaal_f_LCeq,zijkanaal_f_1_5mtr_LCeq,scharenburg_LCeq,haarlemmerweg_719_LCeq,teding_van_berkhout_LCeq,westpoortweg_2_LCeq,doblijn_LCeq,westpoortweg_1_LCeq,herwijk_LCeq,droompark_LCeq,foh_LCeq
15:37,59.67,65.04,56.67,57.34,55.55,58.13,62.89,59.81,77.49,65.89,57.54,76.5,65.9,65.9,69.2,58.1,60.9,98.09,69.94,77.71,77.89,71.94,71.72,76.04,70.53,67.4,85.6,69.63,65.75,82.4,74.3,71.5,69,67.2,112.43
15:39,60.48,65.26,57.48,55.37,54.71,57.77,59.81,57.6,76.85,67.62,54.76,76.3,66.7,66.7,70.7,59.4,56.4,97.69,67.96,79.5,79.46,71.45,71.67,76.91,69.2,65.17,88.32,70.85,63.25,82.4,76.1,73,70.9,62.5,113.26
15:42,58.37,64.04,56.75,55.41,54.75,57.54,59.46,57.01,78.04,68.38,55.45,77.2,65.5,65.5,77.3,59.7,58,97.3,68.02,77.17,78.01,72.46,72.56,75.53,67.92,64.49,87.01,73.54,63.99,82.8,74.8,80.8,70.5,64.1,113.05
15:44,58.4,66.97,58.9,56.73,55.51,59.5,60.1,57.25,80.43,68.16,55.58,77.6,67.1,67.1,70.5,60.6,58.4,98.21,65.93,79.1,80.46,74.25,74.2,76.95,67.82,65.26,89.15,73.3,63.11,83.3,75.7,72.1,71.2,63.8,113.66
15:47,58.89,66.37,57.55,56.27,55.18,59,59.89,57.18,80.58,65.88,55.51,77.9,65.9,65.9,70.4,59.4,58.9,98.23,65.75,79.52,78.19,71.54,71.88,75.66,66.87,64.52,89.54,69.25,64.31,84.6,76.4,71.6,71.2,64.7,114.77
15:49,59.91,65.11,56.94,55.13,53.97,58.88,57.46,54.66,78.19,67.07,53.16,76.9,65.9,65.9,72.5,59.1,57.4,98.15,67.38,78.53,78.62,70.14,70.65,75.84,66.84,63.62,87.27,70.06,64.52,81.7,74.1,73.6,70.3,63.1,114.4
15:52,58.44,68.05,57.98,55.92,55.42,59.32,49.41,47.1,78.96,67.98,54.34,77.6,67.4,67.4,68.2,59.9,53.9,98.88,68.3,80.24,80.04,73.1,73.7,77.04,66.22,61.71,89.16,71.31,64.23,83.2,75.2,70.6,71.7,59.8,114.47
15:54,59.69,66.49,57.24,56.16,55.28,59.01,47.8,45.31,79.07,67.28,55.18,77.5,66.5,66.5,72.4,59.6,54.5,98.72,67.86,80.28,78.77,72.78,73.22,76.18,61.89,59.87,88.54,69.64,62.61,84.4,75.1,74,70,61,113.92
15:57,60.86,63.53,53.46,54.27,53.19,55.9,48.85,46.01,74.66,66.79,53.63,74.4,65.2,65.2,74.6,57.6,55.3,97.3,69.6,74.52,73.3,68.38,68.91,71.45,60.51,59.33,81.4,71.32,64.37,78.1,72.3,75.5,68,60.9,110.38
15:59,59.17,62.67,54.07,53.17,52.01,56.38,48.81,45.9,76.19,67.4,55.32,74.4,63.9,63.9,70.3,56.3,54.7,95.7,67.24,76.81,76.87,69.2,69.39,75.16,62.71,60.73,83.71,71.5,62.23,79.2,73,71.4,68,58.4,109.04
16:02,59.44,62.48,55.89,54.5,53.69,57.66,47.84,45.11,76.68,66.59,48.88,75.9,64.4,64.4,71,58.2,55.1,96.81,66.7,76.96,78.89,72.84,72.72,76.72,59.16,56.81,84.14,68.99,60.44,80.9,72.4,72.9,69.1,59.1,111.98
16:04,58.13,64.72,55.67,55.44,53.98,58.34,47.4,45.88,77.94,68.45,52.25,76.9,65.9,65.9,71.9,59.8,55,97.48,65.65,75.57,75.83,71.56,71.62,73.83,61.49,57.94,85.13,74.18,59.64,81.7,72.4,73,71.3,59.7,112.06
16:07,59.49,64.22,58.31,56.4,55.7,59.46,48.53,46.26,78.3,67.24,51.73,78.2,67,67,74.7,61.2,55.1,98.25,67.24,76.69,80.97,75.15,75.09,77.56,63.08,60.53,88.13,71.91,60.87,82.9,73.5,75.5,73.4,59.9,113.84
16:09,59.83,64.71,58.26,56.04,54.88,60.12,50.2,46.64,79.58,66.12,46.99,77,64.8,64.8,72.3,59.7,53.9,99.05,68.05,74.81,79.18,73.13,73.34,75.62,66.12,61.87,86.45,70.64,63.41,82,71.3,73.5,70.7,59.5,115.19
16:12,59.14,62.57,57.2,55.39,53.96,58.78,51.31,47.88,78.39,67.54,50.79,74.7,63.3,63.3,70.1,58.9,53.7,98.7,66.62,73.39,79.78,74.5,74.27,75.72,61.36,60.82,84.09,71.17,62.92,79,70,71.9,69.4,59.1,114.46
16:14,57.82,63.28,57.22,56.01,54.91,60.07,49.77,45.93,81.14,67.37,51.63,75.7,64.1,64.1,70.8,58.5,53.1,99.23,65.14,73.46,78.24,72.92,72.94,74.45,58.71,56.9,86.96,69.73,61.05,80.4,70.4,71.9,68.5,58,115.45
16:17,59.69,64.65,58.19,56.5,54.77,61.16,49.52,47.52,81.41,66.9,51.22,80.2,65.7,65.7,71.3,58.7,54.8,100.48,65.95,74.12,76.66,70.2,70.53,74,63.68,59.75,87.02,69.36,60.96,83.6,71,72.4,69.4,59.6,114.36
16:19,60.84,63.36,60.31,56.76,54.78,62.24,47.5,45.4,80.76,65.98,47.96,77.3,63.9,63.9,68.6,58.4,53.5,100.26,67.47,74.02,79.64,73.93,73.76,76.23,61.49,59.65,86.68,68.51,60.7,81.6,70.2,69.9,69.4,59.5,113.16
16:22,58.28,64.15,57.62,56.14,54.69,60.17,46.7,44.03,78.55,65.11,50.39,76.8,64.2,64.2,71.1,57.8,53,99.34,64.22,80.33,82.04,75.09,74.67,79.87,60.67,56.81,86.54,70.05,60.82,82.3,72.1,73.1,68.9,58.1,115.52
16:24,57.91,63.13,56.76,56.75,54.64,60.1,47.53,44.7,79.57,66.28,48.44,76.5,64.3,64.3,69.7,58.4,53.7,98.73,65.09,78.86,79.33,72.82,72.72,77.57,61.24,57.19,85.99,69.69,59.87,81.4,72.1,71.6,69,58,114.08
16:27,57.68,62.8,58.56,56.47,55.09,61.54,49.25,46.44,81.38,67.36,48.26,79.8,64.9,64.9,70,59.6,54.7,99.44,65.4,74.98,78.58,71.93,71.94,74.8,61.59,60.1,86.93,69.9,59.72,83.6,70.7,72.5,69.6,58.9,112.36
16:29,59.52,62.65,57.35,56.05,54.38,60.55,51.13,46.34,80.4,66.07,51.72,77,63.1,63.1,72,57.8,54.2,100.08,65.07,73.33,76.75,72.15,72.19,73.45,61.34,57.33,85.78,70.61,61.62,81.6,70.6,74,66.2,58.5,113.25
16:32,60.27,61.49,57.18,55.94,53.99,60.32,49.99,46.59,78.34,66.47,52.72,75.5,62.9,62.9,70.4,57.3,53.6,99.21,66.77,74.3,75.54,69.73,69.87,73.37,60.84,56.83,83.61,72.33,62.11,79.8,68.5,71.6,65.8,57.5,111.57
16:34,58.36,61.78,57.09,56.51,54.82,60.31,49.27,46.7,78.46,66.15,51.76,75.4,62.7,62.7,70,58,52.4,98.2,65.76,78.28,79.05,72.48,72.71,76.87,62.79,58.04,84.79,70.88,62.12,80.9,69.7,73.5,67.1,56.8,111.3
16:37,58.5,60.39,56.38,55.71,54.56,58.94,51.71,49.67,75.87,65.06,52.19,73.6,61.6,61.6,70.8,55.7,54.2,96.82,66.64,73.25,76.06,71.17,71.32,73.18,62.7,60.62,82.63,67.71,61.99,78.6,68.3,72.3,66.4,60.7,111.21
16:39,59.76,62.56,57.09,55.9,54.78,59.3,49.22,46.71,76,65.41,50.61,76.4,65.8,65.8,70.6,55.9,54.1,97.01,66.28,75.82,78.56,73.2,73.18,75.2,62.44,59.98,84.59,67.78,62.2,80.8,71.9,71.9,66,59.2,112.63
16:42,56.91,62.76,59.01,58.18,56.74,61.58,49.05,47.31,79.37,65.83,51.41,77.7,66.8,66.8,70.8,57.7,53.9,99.45,64.37,77.24,80.63,75.69,75.56,77.66,62.28,60.21,86.33,69.87,60.92,82,72.8,72.6,67.3,59.5,114.85
16:44,57.64,63.66,58.89,57.74,56.19,61.27,49.57,46.83,80.12,66.42,53.7,75.4,63.1,63.1,70.3,58,52.7,100.62,64.8,79.41,80.81,74.81,74.91,77.88,59.79,55.7,87.7,69.58,61.16,80.7,72,72.8,69.1,57.4,115.32
16:47,59.8,61.71,59.39,58.09,55.94,62.46,49.48,47.11,80.24,66.4,52.4,74.5,62.2,62.2,68.4,58.4,52.2,100.58,65.73,76.33,79.83,74.07,73.92,76.48,61.5,56.86,86.14,69.43,58.83,79.8,69.9,70.3,66,57.5,114.32
16:49,59.24,64.17,58.55,56.74,55.31,60.97,47.59,45.15,79,66.33,49.45,74.2,62.9,62.9,69,58.4,52.6,99.75,66.55,75.72,78.85,73.35,73.57,75.12,59.96,58.18,84.58,69.22,58.45,79.2,69.7,73,66.3,61.5,112.55
16:52,57.72,64.18,58.87,56.78,55.26,61.63,47.65,45.22,79.53,65.57,52.18,75.7,64.2,64.2,71,59.1,52.3,99.53,64.36,75.99,78.13,72.7,72.83,74.88,58.2,55.66,85.21,68.97,60.24,81,70.6,73.2,67.5,59.1,112.05
16:54,59.65,63.45,59.65,57.58,55.68,62.37,50.92,49.1,80.58,64.9,49.5,77.9,64,64,70.4,59.1,53.3,100.01,67.73,77.19,79.87,74.16,73.9,76.64,65.58,60.66,86.93,68.02,59.87,82.6,71,72.3,68.8,60.8,112.47
16:57,61.44,62.44,59.29,57.32,55.35,62.04,50.09,48.46,80.34,66.95,51.06,77.5,63.1,63.1,69.8,57.8,52.3,99.23,68.04,76.97,80.02,74.16,74.14,76.61,66.01,59.73,87.29,70.15,61.92,82.7,71.2,71.6,68.6,58.9,113.28
16:59,58.25,62.48,58.9,56.89,55.73,61.63,51.4,49.25,79.75,66.97,51.14,76.7,63.6,63.6,72.1,59.5,53.6,98.52,65.89,74.44,79.02,74.3,74.17,75.47,65.2,61.22,86.16,70.2,61.91,80.7,70.4,73.3,70,62.2,112.71
17:02,58.64,62.07,58.39,56.63,54.85,61.21,49.25,47.21,78.97,65.81,48.89,78.1,63.5,63.5,71.5,58.8,52.7,98.78,66.15,76.31,77.94,73.57,73.51,74.67,61.74,58.5,85.85,68.68,59.07,82.2,71,72.6,68.7,61.2,111.68
17:04,58.64,63.92,58.68,56.85,54.77,61.59,49.93,46.85,81.46,64.72,48.17,78.9,65.6,65.6,69.7,58.2,53.2,99.19,64.51,75.17,77.82,72.78,72.83,74.49,61.52,56.36,87.43,67.42,56.79,82.7,71.3,71.5,68.3,58.5,111.89
17:07,57.8,63.36,58.84,56.74,55.28,61.58,48.75,46.32,81.44,65.66,52.46,76,63.8,63.8,71.4,57.3,52.4,99.23,64.34,76.92,79.74,74.44,74.56,75.94,60.58,54.71,87.04,68.62,60.82,80.8,71,73.2,66.5,58,113.68
17:09,60.55,63.56,58.35,56.37,54.97,61.33,48.58,46.35,80.09,66.55,47.9,78.2,64.7,64.7,71.7,58.8,51.9,99.15,66.49,75.65,78.95,74.06,74.23,75.67,62.05,55.88,86.47,70.09,57.78,82.6,71,73.5,68.8,56,113.86
17:12,61.06,63.84,59.03,56.17,54.75,61.59,50.47,48.47,80.04,67.29,52.72,77.8,65.4,65.4,72.5,58.9,52.2,99.36,66.1,75.34,78.8,73.3,73.34,75.44,61.48,56.82,86.31,72.16,62.75,82.3,72,73.5,68.9,58,112.46
17:14,61.02,62.75,59.84,57.54,55.99,61.42,52.22,48.62,79.56,64.88,51.46,78.9,63.6,63.6,71.4,58.1,52.8,99.16,66.3,75.97,80.26,74.04,74.19,76.76,61.79,57.39,86.47,67.82,59.95,83,70.8,72.4,68.6,57.7,113.12
17:17,58.94,63.5,59.89,58,56.95,61.73,61.32,53.47,79.98,65.81,49.14,77.6,64.1,64.1,70.1,58,52.8,99,65.39,75.73,79.83,75,75.32,76.47,61.69,56.29,86.58,69.55,60.67,82.7,70.6,71.5,67.8,58.3,113.51
17:19,58.17,62.64,59.21,58.58,57,61.2,56.03,50.91,79.21,66.73,49.04,76.4,63.4,63.4,70.7,57.5,54.2,98.94,65.29,77.31,81.14,76.46,76.39,77.56,62.48,59.43,86.3,70,61.46,81.7,71.5,72.4,68,62.1,113.73
17:22,59.03,62.69,58.58,57.31,55.91,60.16,51.21,49.99,77.63,67.25,51.95,75.7,63.6,63.6,68.9,58,54,98.89,64.61,77.62,80.94,75.92,75.78,77.27,60.95,57.69,85.37,69.56,62.01,80.5,71.8,71,68.2,58.9,114.43
17:24,53.94,61.87,57.22,56.89,55.98,59.64,50.33,49.06,78.1,65.98,50.18,77.7,63.7,63.7,69.2,56.8,53.1,98.69,61.16,75.69,77.95,75.78,75.63,74.7,61.29,59.9,84.72,68.92,59.57,82.2,70.3,70.7,66.4,59,112.8
17:27,57.17,62.05,57.93,56.95,55.98,60.57,51.65,47.13,78.63,66.35,49.77,76.2,63.7,63.7,70.5,57.3,51.7,98.18,64.6,75.16,78.42,74.13,74.48,75.04,64.19,58.2,84.36,69.23,57.99,80.8,70.2,72.4,65.3,55.6,111.03
17:29,56.15,61.7,57.76,55.94,54.4,59.91,50.03,45.73,77.81,66.92,48.54,75.2,62.5,62.5,70.6,57.3,52,97.44,64.64,75.11,79.52,73.86,73.85,75.69,60.77,55.32,85.55,70.03,60.79,80,69.7,72.2,66.5,55.6,112.3
17:32,57.21,61.22,58.19,55.54,54.42,58.67,48.9,46.39,77.38,66.67,49.55,74.8,63.7,63.7,70.2,54.4,52.5,97.06,65.45,78.44,81.45,72.87,72.91,78.74,60.99,57.06,86.35,70.64,61.04,79.9,71.3,71.9,65.9,59.2,113.57
17:34,57.75,62.02,58.22,55.46,54.52,58.69,49.99,47.96,78.1,65.86,46.35,75.8,64.4,64.4,71.1,56.3,52.7,97.13,64.12,77.88,80.81,72.93,73.23,77.46,60.07,56.8,86.42,68.28,57.76,81.1,71.9,72.6,67.9,59,114.31
17:37,62.56,62.74,57.65,55.93,55.17,58.44,49.96,48.31,77.28,64.87,49.64,76.2,64.5,64.5,67.5,57.9,53.1,96.92,67.28,76.29,79.65,74.58,74.91,75.96,57.52,54.56,86.04,67.15,58.18,81.3,71.4,69.2,69.3,57.3,114
17:39,59.71,62.68,58.9,56.93,55.93,60.3,48.7,47.34,79.27,65.89,45.77,77.3,65.5,65.5,70.9,59.5,52.8,98.37,66.02,78.38,81.57,75.44,75.69,78.63,56.6,54.12,87.19,68.6,56.77,82.3,72.5,73.7,70.6,57.5,113.96
17:42,59.71,64.61,59.4,58.06,56.46,61.96,48.73,47.19,81.86,66.95,48.7,79.8,68.3,68.3,74.1,60.9,52.8,100.02,64.67,78.5,80.77,74.49,74.75,78.1,57.42,52.8,88.01,69.48,59.52,84.4,73.4,76.2,70.2,58.9,113.61
17:44,61.22,63.69,58.75,57.26,55.95,61.14,49.01,46.39,81.39,66.2,50.04,77.2,66.3,66.3,69.2,60.7,52.7,100.21,67.27,75.88,80.28,72.64,73.24,77.56,59.49,54.79,87.34,69.31,62,82.3,72,71,69.9,56.1,112.65
17:46,62.28,66.08,58.55,56.51,55.64,61.14,49.97,46.43,80.63,65.29,50.03,77.5,66.4,66.4,67.4,58.1,52.4,99.9,67.47,75.04,79.75,72.06,72.25,77.31,58,54.66,86.7,68.03,60.43,82.1,72,69.5,67.4,55.5,111.68
17:49,60.44,63.76,57.81,57.84,58.31,60.42,49.72,47.19,80.28,65.93,47.21,76.8,65.4,65.4,66.2,58.7,51.8,99.45,64,77.98,80.53,72.53,72.51,77.94,58.58,55.19,86.71,68.72,56.44,82.3,72.2,68.4,67.8,55.3,112.14
17:51,61.62,61.91,55.68,55.85,54.12,58.51,47.93,45.89,78.14,66.26,45.91,75,63.4,63.4,72.1,57.5,51.5,98.03,65.79,73.29,75.59,71.92,72.06,72.47,58.1,56.45,83.25,69.28,56.36,80,70.1,75,66.3,55.1,110.55
17:54,62.49,62.53,56.93,55.75,53.87,59.9,46.98,43.97,79.23,66.79,47.47,75.6,63.8,63.8,71.1,56.6,51.2,97.23,68.51,74.49,77.41,73.28,73.07,74.05,59.24,56.82,84.04,72.01,59.41,79.9,70,72.2,64.4,55.1,107.78
17:56,61.25,63.52,57.28,55.79,53.75,60.12,48.2,45.54,80.15,66.63,49.81,75.9,64.8,64.8,68.2,58.5,52.2,97.85,64.94,75.81,78.29,72.57,72.45,74.61,60.05,56.44,85.47,70.49,58.21,80.2,70.7,69.5,66.1,55.8,110.76
17:59,58.64,65.44,57.1,55.34,53.4,60.26,47.41,44.72,80.24,65.6,48.72,76.5,64.5,64.5,69.1,59.8,51.8,98,63.87,76.3,78.78,72.95,72.77,75.02,55.63,53.13,85.62,68.53,57.52,80.8,70.6,71.4,66.6,54.7,111.12
18:01,58.01,65.89,56.91,56.88,54.91,59.78,48.11,43.97,81.6,65.06,49.26,76.1,65.8,65.8,70.2,59.7,51.6,98.96,64.82,78.93,79.69,72.53,72.52,77.07,56.18,52.62,87.14,67.59,57.51,81.7,73.6,72.5,68.2,55.2,111.73
18:04,58.81,62.56,54.32,54.63,52.85,56.62,45.73,42.16,77.83,64.85,44.95,74.2,64.8,64.8,71.6,56.6,51.6,98.12,64.64,77.2,77.44,71.01,70.88,74.76,56.01,54.21,83.6,67.02,55.53,79.1,72,72.7,65.6,54.7,111.37
18:06,58.17,59.72,52.56,52.71,51.65,54.41,47.57,43.17,67.55,65.67,49.44,70.9,63.5,63.5,70,55.2,51.7,93.14,65.06,73.55,75.26,69.96,69.94,71.98,56.87,55.1,78.6,68.67,56.98,75.9,70,71.4,65.6,55.9,108.44
18:09,57.58,62.71,54.21,53.81,52.5,56.64,46.84,42.18,76.8,65.01,45.56,73.5,66.3,66.3,70,55.6,52.1,93.92,65.4,72.78,75.41,72.3,71.89,72.58,56.13,54.07,83.28,68.14,55.88,79.2,71.5,71.1,65.7,56,105.98
18:11,60.41,65.14,57.91,55.62,53.83,59.91,46.92,42.91,81.72,66.19,51.34,76.9,69,69,69.1,57.7,51.8,98.49,64.41,77.42,79.54,72.11,72.02,77.79,56.74,55.23,87.69,70.7,58.78,82,74.3,70.9,67,55.1,109.97
18:14,59.24,65.53,57.49,55.99,54.19,59.41,52.26,47.57,80.23,65.97,50.7,76.1,67.9,67.9,67.4,56.7,51.6,99.27,66.06,76.84,79.48,73.23,73.2,77.57,58.11,55.2,86.41,69.73,58.38,80.9,73,69,66.5,54.5,111.74
18:16,59.78,66.63,57.16,55.87,54.41,59.05,52.44,47.28,77.93,65.08,49.69,76.8,70,70,67.6,58.2,51.7,98.5,66.68,79.47,81.55,73.96,73.97,79.38,57.74,55.06,86.04,67.83,57.55,82,75.2,69.1,69.5,55.7,112.74
18:19,57.04,66.56,58.13,57.21,55.56,59.23,50.87,44.85,79.18,65.79,47,76.8,70.4,70.4,76.3,59.2,51.4,99,62.18,78.55,80.78,74.2,74.1,78.05,56.31,52.35,86.34,69.38,56.63,81.5,75.7,80,70,54.9,113.73
18:21,57.19,67.48,57.91,56.42,54.93,60.17,49.35,45.22,80.18,64.07,50.8,79.7,70.3,70.3,78,61.1,51.1,99.56,62.33,80.52,80.42,73.24,73.41,78.33,56.51,52.51,87.58,66.41,58.18,84.2,77.3,81,71.9,54.6,113.36
18:24,59.53,67.44,58.18,55.52,54.29,60.01,48.97,47.03,80.23,64.1,45.07,79.1,69.8,69.8,70.8,61.3,51.6,99.82,66.33,81.04,81.58,73.94,74.02,79.03,58.28,57.26,88.29,66.28,53.83,84.3,76.5,72.1,73.3,54.5,113.73
18:26,58.34,65.28,57.45,57.03,55.08,58.75,47.13,44.67,79.22,65.49,49.8,75.9,66.8,66.8,67.2,59.7,52,99.16,65.11,80.84,82.32,74.98,74.92,80.04,55.22,52.84,87.15,67.94,55.43,81.4,74.1,69.4,71,55.3,114.19
18:29,58.17,65.93,56.38,55.36,54.32,57.91,49.12,46.93,78.49,64.82,51.25,74.3,67.4,67.4,71.3,58,52.5,98.85,64.56,77.14,78.89,73.98,74.1,75.55,57.84,55.15,84.56,67.89,58.38,79.7,73.4,72.7,67.7,57.7,113.54
18:31,57.23,66.79,56.68,55.01,54.34,58.31,48.98,46.42,80.74,65.13,47.25,77.4,67.5,67.5,72.7,58.3,52.3,99.56,64.17,77.69,78.67,73.7,73.99,74.97,60.3,53.69,87.05,69.27,57.15,82.6,73.7,74.5,68.7,55.9,112.79
18:34,58.97,67.78,57.51,56.97,56.09,59.47,47.44,46.08,81.52,65.49,45.22,78,70.4,70.4,68.9,61.3,51.7,100.35,66.53,79.23,79.35,75.61,75.63,76.35,59.36,59.9,88.39,68.1,56.18,83.9,76.4,70.9,71.8,55.3,114.51
18:36,56.73,67.62,57.21,57.67,56.13,59.37,48.02,44.06,82.29,67.44,50.36,78.3,71,71,72,60.4,52.8,101.59,64.43,79.16,78.48,73.4,73.35,75.75,56.42,57.37,88.11,69.85,57.91,83.2,76.3,73.1,70,55.9,114.55
18:39,56.87,69.07,56.93,57.37,55.86,59.32,49.16,46.06,83.24,65.71,44.03,78,71.6,71.6,70.1,60.6,53.5,101.68,64.39,79.14,78.18,74.33,74.34,75.83,61.01,57.06,88.49,67.87,53.88,82.8,76.7,71.9,69.5,61,112.96
18:41,59.73,69.3,57.22,56.89,55.51,60.67,53.4,51.11,82.94,65.77,50.52,78,72.4,72.4,68,61,53.4,100.91,63.12,78.39,76.95,73.95,73.97,74.52,62.36,58.63,88.98,68.66,58.95,83,78.1,69.5,71.1,57.7,113
18:44,60.68,67.75,56.45,55.81,54.41,58.91,53.64,51.29,82.53,66.43,51.28,76.5,68.4,68.4,69,61.3,53.3,100.72,65.64,76.96,77.89,72.41,72.45,75.99,59.92,57.31,87.4,69.61,58.6,81.5,73.9,73.9,71.3,57.4,112.08
18:46,61.56,66.07,56.65,58.11,56.77,59.12,58.31,54.5,81.96,65.58,52.95,78,69,69,71.3,61.7,57.4,100.81,66.19,78.74,79.77,73.18,73.19,77.77,65.72,61.66,86.82,68.64,61.58,82,74.5,73,70.9,65,112.2
18:49,60.95,66.1,56.9,57.53,55.72,58.71,61.32,58.51,80.88,66.55,54.74,77.2,67.5,67.5,68.9,60.4,57.7,100.42,67.51,78.53,79.46,73.24,73.09,76.56,68.67,65.63,87.04,70.06,63.62,82.1,73.9,70.8,70.1,65,113.75
18:51,57.99,66.06,56.19,57.72,55.37,58.8,58.34,55.97,81.91,64.72,54.36,77.2,68,68,67.4,60,56.7,100.22,65.25,76.57,75.55,71.07,71.11,73.09,65.77,62.57,87.47,68.88,62.31,82.4,73.9,69.2,69.4,62,113.3
18:54,55.91,66.72,57.9,56.12,54.75,59.96,58.61,57.48,80.84,65.79,53.25,77.9,68.1,68.1,69.2,60,55.4,99.99,66.32,79.41,78.91,72.81,73.04,75.94,65.49,63.26,87.98,68.03,61.35,83.5,73.6,71.1,70.6,61.2,113.46
18:56,56.52,66.09,57.53,57.08,55.31,59.69,55.69,55.74,80.6,65.55,51.36,78.7,68.4,68.4,70.6,59.7,54.6,99.3,66.05,77.47,77.27,70.97,71.24,74.55,61.39,59.86,87.97,68.19,60.23,84.3,73.5,72.5,71.3,59.7,113.55
18:59,55.69,67.1,57.9,56.23,54.51,60.83,56.87,54.25,81.79,66.02,52.14,79.1,67.5,67.5,66,59.7,55.5,99.86,63.19,77.74,78.03,71.42,71.42,74.83,64.58,62.47,88.54,68.71,61.31,83.7,73.8,68.8,69.9,62.1,113.27
19:01,55.15,66.01,56.08,56.78,54.78,58.73,56.01,53.88,81.28,65.09,50.95,78.7,66.8,66.8,68.5,58.8,55.3,99.91,63.11,75.62,76.1,72.21,72.22,73.11,64.11,61.89,87.75,68.43,60.91,83.5,72.3,71.8,68.2,61,113.17
19:04,57.67,65.1,57.06,56.17,54.57,58.81,55.52,53.26,80.8,65.44,49.47,77.9,67.8,67.8,69.4,59.6,54.3,99.63,65.55,78.31,79.29,72.51,72.7,76.39,63.16,59.21,87.11,67.86,58.12,83,73.7,71.5,69.8,58.6,113.55
19:06,55.56,64,55.67,55.36,54.51,57.47,54.87,53.31,77.43,65.94,52.11,75.8,65.5,65.5,69.7,56.8,54.4,98.88,63.04,77.16,77.38,72.62,73.04,74.1,61.47,59.07,85.81,68.49,60.54,80.5,71.7,71.4,69,59.7,113.68
19:09,59.45,61.6,53.29,52.93,52.18,55.45,59.01,57.22,76.62,65.85,53.48,73.7,64.4,64.4,71.3,56.3,56.8,97.39,68.76,70.47,71.78,68.21,68.41,69.78,66.07,63.04,81.73,68.31,61.46,77.6,69.6,72.5,66.1,62.1,109.9
